,tweet
271,"Good morning, and thanks for reaching out. Bikes are allowed on the Blue line shuttles."
272,Red Line experiencing delays of up to 20 minutes due to a downed tree near Wollaston on the northbound side. Crews are responding to remove it.
273,Thank you for the additional information. We have alerted Bus Supervisors to look into this.
274,"Good morning, and thanks for letting us know. Do you recall the route or bus number?"
275,Good evening - has the bus departed Salem?
276,Thanks for the additional information.
277,"Good evening, Joe. Thanks for reaching out to us. We are monitoring ridership and service levels. We will forward this message to bus supervisors."
278,Good evening - we're sorry to hear about this. Can you please let us know what bus stop this occurred at? Bus supervisors will look into it.
279,"Good evening, Molly - we hope you enjoy your ride on our new train!"
280,Green Line Reminder: Shuttle buses replace E Branch service between North Station and Lechmere from the start of service on May 24 through Spring 2021 for work on the Green Line Extension. More: http://MBTA.com/GLEwork
281,"Good evening, Daymeyn. We're sorry to hear about this. We are tagging our partners @MBTA_CR so they can provide you with further assistance."
282,Hello - we're sorry to hear about this. We have sent your message to bus supervisors.
283,Good afternoon - can you please let us know what bus route you are waiting for at Sullivan Square? Thank you.
284,Green Line C branch update: Regular service has resumed.
285,Hello - we're monitoring ridership and service levels. Can you please let us know the bus number you are on or the route and your direction of travel? Thank you.
286,Green Line C branch delayed about 10 minutes in both directions while we request medical assistance for a passenger at Coolidge Corner.
287,Good afternoon - we're sorry for this. We will notify Green Line officials so they can fix it.
288,Orange Line Update: Regular service is proceeding.
289,Good afternoon. You can travel from the North Billerica Commuter Rail station to the town of Billerica using the Lowell Regional Transit Authority's bus service. More information: http://www.lrta.com
290,"Starting 5/24, we'll be diverting the Green Line (Lechmere-North Station) for #GreenLineExtension &amp; Lechmere Viaduct work. At the same time, the Blue Line diversion (Bowdoin-Airport) will be underway. Find your best travel options with http://mbta.com/trip-planner #BuildingABetterT"
291,Orange Line: Delays of up to 10 minutes northbound due to a train with a mechanical problem at Tufts.
292,"Hello Jordan. That is correct, the Blue Line diversion will still be in place on Monday."
293,"Hello and thanks for letting us know about this. We have passed this on to Bus Supervisors who will reach out to the operator. This was most likely done in error, but it will be looked into."
294,Hello and thanks for reaching out. We have passed this on to Red Line Supervisors to address.
295," On Monday, May 25, MBTA and @MBTA_CR services will run on a Sunday schedule - no ferry service - for #MemorialDay. For more info on this and future holiday schedules, visit http://mbta.com/holidays"
296,Hello Jess and thanks for reaching out. We will pass this on to Green Line Supervisors and Station Maintenance to take care of.
297,Understood. We will pass this on to Bus Supervisors to look into.
298,"According to Governor Baker, each phase is expected to last a minimum of three weeks if not longer."
299,Thanks for the additional information. Did the passenger ask to use the front door to exit the bus?
300,Good Morning Kyle. As the reopening of the state gets to phase 2 we will add additional service for high demand bus routes as staffing permits. At this point we see regular bus service resuming at phase 3.
301,Hello and thanks for reaching out. Can you tell us the stop where this happened and what the operator said?
302,Hello and thanks for reaching out. It looks like the 9:19 trip from Sullivan departed about 7 minutes late.
303,Green Line Update: Regularly scheduled service has resumed.
304,Green Line Update: Delays of up to 15 minutes while the Signal Department makes wire repairs near Government Center.
305,"Good Morning Scott. We have station maintenance checking some wires, not related to the overhead power, near Government Center. We do have delays but service is moving."
306,Green Line: Delays of up to 15 minutes while a check is done of the overhead wires near Government Center.
307,Good Morning and thanks for reaching out. The Commuter Rail changes were posted on Twitter and at http://MBTA.com. We will pass your suggestion on to the Blue Line Project Team.
308,Good Morning Angelica. Can you tell us the stop you're waiting at?
309,Good Morning Travis. We have passed this on to Orange Line Supervisors and Maintenance.
310,Green Line B Branch Update: Regularly scheduled service has resumed.
311,Green Line B Branch: Delays of up to 15 minutes eastbound due to earlier police activity at Washington St.
312,Hi Chris - we're sorry to hear about this. We are going to send your tweet to Green Line supervisors so they can look into it.
313,"Today, FMCB approved rider-driven fare tariff changes, including: No cost difference between CharlieCards &amp; CharlieTickets + cash fares Free bus, subway transfers from Zone 1A Fairmount Line stops Half-price Zone 1A @MBTA_CR fares for Youth Pass http://ow.ly/jbc450zMYNw"
314,Good afternoon - thanks for reaching out. Our operations staff is monitoring ridership levels using equipment on buses and by communicating frequently with bus operators. Is there a particular trip or time of the day that you are referencing?
315," Once more, we come together with transit agencies across the country to honor and thank public transportation workers. Today at 3 PM, we #SoundTheHorn to show support for our essential workforce who continue to help uphold our communities and move other essential workers."
316,Orange Line Update: Trains are returning to regularly scheduled service.
317,"Para ayudar a los pasajeros durante el desvÌ_o de la LÌ_nea Azul y promover el distanciamiento social, @MBTA_CR aceptarÌÁ CharlieCards y CharlieTickets de la Zona 1A para viajar entre Lynn y North Station del 22-31 de Mayo. http://ow.ly/7R9e50zMRdk #BuildingABetterT"
